method,pair,pair_samples,pair_accuracy,left_recall,right_recall,photons_per_sample,source_subset,source_count
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_40kev,1
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_40kev;mono_80kev,2
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_40kev;mono_90kev,2
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_40kev;mono_120kev,2
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_50kev;mono_120kev,2
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_60kev;mono_90kev,2
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_60kev;mono_100kev,2
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_70kev;mono_90kev,2
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_70kev;mono_100kev,2
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_70kev;mono_110kev,2
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_70kev;mono_120kev,2
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_80kev;mono_110kev,2
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_40kev;mono_50kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_40kev;mono_60kev;mono_100kev,3
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_40kev;mono_70kev;mono_80kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_40kev;mono_70kev;mono_90kev,3
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_40kev;mono_70kev;mono_90kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_40kev;mono_70kev;mono_100kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_40kev;mono_70kev;mono_110kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_40kev;mono_70kev;mono_120kev,3
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_40kev;mono_70kev;mono_120kev,3
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_40kev;mono_80kev;mono_90kev,3
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_40kev;mono_80kev;mono_120kev,3
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_40kev;mono_90kev;mono_100kev,3
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_40kev;mono_90kev;mono_110kev,3
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_40kev;mono_90kev;mono_120kev,3
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_40kev;mono_100kev;mono_120kev,3
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_40kev;mono_110kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_50kev;mono_70kev;mono_90kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_50kev;mono_70kev;mono_100kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_50kev;mono_70kev;mono_110kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_50kev;mono_70kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_50kev;mono_80kev;mono_100kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_50kev;mono_90kev;mono_100kev,3
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_50kev;mono_90kev;mono_120kev,3
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_50kev;mono_110kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_60kev;mono_70kev;mono_90kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_60kev;mono_70kev;mono_100kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_60kev;mono_70kev;mono_110kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_60kev;mono_70kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_60kev;mono_80kev;mono_100kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_60kev;mono_80kev;mono_110kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_60kev;mono_80kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_60kev;mono_90kev;mono_100kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_60kev;mono_90kev;mono_110kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_60kev;mono_90kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_60kev;mono_100kev;mono_110kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_60kev;mono_100kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_70kev;mono_80kev;mono_100kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_70kev;mono_80kev;mono_110kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_70kev;mono_80kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_70kev;mono_90kev;mono_100kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_70kev;mono_90kev;mono_110kev,3
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_70kev;mono_90kev;mono_110kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_70kev;mono_90kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_70kev;mono_100kev;mono_110kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_70kev;mono_100kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_70kev;mono_110kev;mono_120kev,3
ExtraTrees,Dolomite|Orthoclase,10,1.0,1.0,1.0,1000,mono_70kev;mono_110kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_80kev;mono_110kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,1.0,1.0,1.0,1000,mono_90kev;mono_100kev;mono_120kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev,1
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_90kev,1
ExtraTrees,Dolomite|Orthoclase,10,0.9,1.0,0.8,1000,mono_90kev,1
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,1.0,0.8,1000,mono_120kev,1
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_50kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_50kev,2
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_60kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_60kev,2
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_70kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_70kev,2
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_80kev,2
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_90kev,2
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_40kev;mono_90kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_100kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_110kev,2
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,1.0,0.8,1000,mono_40kev;mono_120kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_60kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_70kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_80kev,2
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,1.0,0.8,1000,mono_50kev;mono_90kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_90kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_100kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_110kev,2
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_60kev;mono_70kev,2
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_60kev;mono_80kev,2
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_60kev;mono_110kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_60kev;mono_110kev,2
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_60kev;mono_120kev,2
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_70kev;mono_80kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_70kev;mono_80kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_70kev;mono_110kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,1.0,0.8,1000,mono_70kev;mono_120kev,2
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_80kev;mono_90kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,1.0,0.8,1000,mono_80kev;mono_90kev,2
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_80kev;mono_100kev,2
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_80kev;mono_110kev,2
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_80kev;mono_120kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,1.0,0.8,1000,mono_80kev;mono_120kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,1.0,0.8,1000,mono_90kev;mono_110kev,2
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_90kev;mono_120kev,2
ExtraTrees,Dolomite|Orthoclase,10,0.9,1.0,0.8,1000,mono_90kev;mono_120kev,2
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_50kev;mono_60kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_50kev;mono_60kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_50kev;mono_70kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_50kev;mono_70kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_50kev;mono_80kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_50kev;mono_80kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_50kev;mono_90kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,1.0,0.8,1000,mono_40kev;mono_50kev;mono_90kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_50kev;mono_90kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_50kev;mono_100kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_50kev;mono_110kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_50kev;mono_110kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_50kev;mono_120kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_60kev;mono_70kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_60kev;mono_70kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_60kev;mono_80kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_60kev;mono_80kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_60kev;mono_90kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_40kev;mono_60kev;mono_90kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_60kev;mono_90kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_60kev;mono_100kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_60kev;mono_100kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_60kev;mono_110kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_60kev;mono_110kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_60kev;mono_120kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_60kev;mono_120kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_70kev;mono_80kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_40kev;mono_70kev;mono_80kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_70kev;mono_100kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_70kev;mono_100kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_70kev;mono_110kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_70kev;mono_120kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_80kev;mono_90kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_40kev;mono_80kev;mono_90kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_80kev;mono_100kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_40kev;mono_80kev;mono_100kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_80kev;mono_100kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_80kev;mono_110kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_40kev;mono_80kev;mono_110kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_80kev;mono_110kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_40kev;mono_80kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_40kev;mono_80kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_40kev;mono_90kev;mono_110kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_40kev;mono_90kev;mono_120kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_40kev;mono_100kev;mono_110kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_60kev;mono_70kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_50kev;mono_60kev;mono_80kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_60kev;mono_80kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,1.0,0.8,1000,mono_50kev;mono_60kev;mono_90kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_60kev;mono_90kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,1.0,0.8,1000,mono_50kev;mono_60kev;mono_100kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_60kev;mono_100kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,1.0,0.8,1000,mono_50kev;mono_60kev;mono_110kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_60kev;mono_110kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_60kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_50kev;mono_70kev;mono_80kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_70kev;mono_80kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_70kev;mono_90kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_70kev;mono_100kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_70kev;mono_110kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_70kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_50kev;mono_80kev;mono_90kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_80kev;mono_90kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_80kev;mono_100kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_50kev;mono_80kev;mono_110kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,1.0,0.8,1000,mono_50kev;mono_80kev;mono_110kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_80kev;mono_110kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,1.0,0.8,1000,mono_50kev;mono_80kev;mono_120kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_80kev;mono_120kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_90kev;mono_100kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,1.0,0.8,1000,mono_50kev;mono_90kev;mono_110kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_90kev;mono_110kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,1.0,0.8,1000,mono_50kev;mono_90kev;mono_120kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_100kev;mono_110kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,1.0,0.8,1000,mono_50kev;mono_100kev;mono_120kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_50kev;mono_100kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_60kev;mono_70kev;mono_80kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_60kev;mono_70kev;mono_100kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_60kev;mono_70kev;mono_110kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_60kev;mono_70kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_60kev;mono_80kev;mono_90kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_60kev;mono_80kev;mono_110kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_60kev;mono_80kev;mono_110kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_60kev;mono_80kev;mono_120kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_60kev;mono_90kev;mono_110kev,3
ExtraTrees,Quartz|Albite,10,0.9,0.8,1.0,1000,mono_60kev;mono_110kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,1.0,0.8,1000,mono_60kev;mono_110kev;mono_120kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_60kev;mono_110kev;mono_120kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_70kev;mono_80kev;mono_90kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_70kev;mono_80kev;mono_110kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,1.0,0.8,1000,mono_70kev;mono_90kev;mono_120kev,3
ExtraTrees,Dolomite|Orthoclase,10,0.9,0.8,1.0,1000,mono_70kev;mono_100kev;mono_110kev,3
ExtraTrees,Chalcopyrite|Pyrite,10,0.9,0.8,1.0,1000,mono_80kev;mono_90kev;mono_100kev,3
